queen presence,apparent hive temp,apparent temp diff,CCD
1,30.63,3.3000000000000007,0
1,27.91,1.0,0
1,28.6,2.770000000000003,0
1,25.04,1.5500000000000007,0
1,21.63,1.0700000000000003,1
1,19.07,1.1700000000000017,0
1,18.89,2.150000000000002,0
1,21.36,5.51,0
1,19.54,3.8499999999999996,1
1,19.78,4.660000000000002,1
1,20.1,5.130000000000001,0
1,20.0,5.119999999999999,0
1,20.12,5.590000000000002,0
1,21.22,7.009999999999998,0
1,21.29,7.359999999999999,0
1,23.17,8.750000000000002,1
1,23.81,8.829999999999998,0
1,29.69,12.66,0
1,48.64,29.23,0
1,57.55,35.31,0
1,57.95,33.900000000000006,1
1,52.47,27.18,0
1,45.01,19.049999999999997,0
1,34.11,7.620000000000001,0
1,29.38,4.149999999999999,0
1,27.94,3.0600000000000023,0
1,25.83,2.139999999999997,0
1,25.84,3.2399999999999984,0
1,25.79,4.469999999999999,0
1,23.24,4.139999999999997,0
1,19.97,2.8200000000000003,1
1,18.64,2.6500000000000004,0
1,18.29,2.379999999999999,0
1,18.72,3.0599999999999987,0
1,19.74,4.329999999999998,1
1,20.09,4.949999999999999,0
1,20.04,5.049999999999999,0
1,20.3,5.5600000000000005,0
1,19.62,5.020000000000001,1
1,19.67,5.170000000000002,1
1,19.98,5.440000000000001,0
1,21.27,6.41,0
1,23.33,7.919999999999998,0
1,25.67,9.310000000000002,0
1,28.98,11.18,0
1,30.13,11.129999999999999,0
1,39.87,19.179999999999996,1
1,45.24,22.360000000000003,0
1,37.12,13.659999999999997,0
1,29.7,5.41,0
1,28.82,4.34,0
1,26.9,3.1899999999999977,0
1,26.19,4.010000000000002,1
1,23.02,2.3099999999999987,0
1,20.07,1.7199999999999989,0
1,17.9,1.2899999999999991,1
1,16.81,1.1499999999999986,0
1,16.47,1.4099999999999984,0
1,15.89,1.3000000000000007,1
1,15.52,1.58,0
1,16.12,2.450000000000001,1
1,17.13,2.799999999999999,1
1,17.87,2.74,0
1,18.35,3.0600000000000023,0
1,20.9,5.609999999999999,1
1,21.43,5.68,0
1,35.17,16.580000000000002,0
1,45.48,24.439999999999998,0
1,46.27,22.980000000000004,0
1,42.35,17.25,0
1,42.21,15.850000000000001,0
1,46.38,18.390000000000004,1
1,45.68,15.879999999999999,0
1,40.35,9.900000000000002,0
1,38.65,8.59,0
1,34.64,5.219999999999999,0
1,33.17,4.57,0
1,30.38,2.509999999999998,0
1,28.47,2.1400000000000006,0
1,25.89,1.7899999999999991,0
1,24.24,0.9699999999999989,0
1,24.17,1.1300000000000026,0
1,23.86,0.9199999999999982,0
1,23.29,0.34999999999999787,0
1,23.25,0.41000000000000014,0
1,22.29,0.0799999999999983,0
1,22.18,0.259999999999998,0
1,21.35,-0.08999999999999986,0
1,21.21,0.08999999999999986,0
1,23.87,2.0700000000000003,0
1,33.47,10.119999999999997,0
1,40.94,15.169999999999998,0
1,49.5,22.09,1
1,55.77,26.690000000000005,0
1,51.65,22.349999999999998,1
1,48.0,17.91,1
1,37.86,7.039999999999999,1
1,37.13,6.580000000000002,0
1,36.03,5.690000000000001,0
1,35.02,5.050000000000004,0
1,31.63,3.129999999999999,0
1,28.96,1.490000000000002,0
1,25.39,0.25,0
1,22.79,0.259999999999998,1
1,20.65,-0.620000000000001,0
1,19.96,-0.7799999999999976,1
1,20.06,-0.3100000000000023,0
1,21.12,0.9800000000000004,0
1,21.79,1.6999999999999993,1
1,21.78,1.7600000000000016,0
1,21.88,2.3099999999999987,0
1,21.83,2.3699999999999974,1
1,21.58,2.2799999999999976,0
1,22.37,2.870000000000001,0
1,24.24,4.41,0
1,27.05,6.109999999999999,0
1,41.1,18.78,0
1,48.98,25.439999999999998,0
1,49.21,24.25,0
1,52.47,25.36,0
1,46.26,18.13,0
1,34.53,5.400000000000002,0
1,31.25,2.3900000000000006,0
1,29.69,1.4800000000000004,0
1,28.35,1.3100000000000023,0
1,28.21,2.34,0
1,25.8,1.4700000000000024,0
1,22.19,0.3500000000000014,0
1,19.71,-0.2799999999999976,0
1,18.82,-0.05999999999999872,0
1,17.85,-0.5599999999999987,0
1,19.35,1.2300000000000004,0
1,19.76,1.9100000000000001,0
1,20.01,2.3200000000000003,0
1,19.89,2.1400000000000006,1
1,19.85,2.370000000000001,0
1,19.91,2.780000000000001,0
1,20.18,3.259999999999998,0
1,22.87,5.52,1
1,27.82,9.440000000000001,0
1,45.01,24.99,0
1,53.78,30.990000000000002,0
1,55.4,30.5,0
1,55.11,28.21,0
1,49.76,21.83,0
1,37.66,8.539999999999996,0
1,31.96,2.490000000000002,0
1,31.43,2.3200000000000003,0
1,30.26,2.280000000000001,0
1,30.0,3.6000000000000014,0
1,25.4,0.35999999999999943,0
1,22.74,0.31999999999999673,0
1,20.38,0.029999999999997584,0
1,19.49,-0.060000000000002274,0
1,18.05,-0.5899999999999999,0
1,17.38,-0.41000000000000014,0
1,16.77,-0.23000000000000043,0
1,16.2,0.019999999999999574,0
1,15.56,0.16000000000000014,0
1,14.79,0.15999999999999837,0
1,15.06,0.9700000000000006,0
1,14.53,0.6799999999999997,0
1,22.34,6.4,0
1,36.86,16.939999999999998,0
1,46.81,24.14,1
1,54.32,28.96,1
1,55.52,27.860000000000003,0
1,54.35,24.68,0
1,50.54,19.599999999999998,0
1,40.12,8.439999999999998,0
1,33.86,1.7299999999999969,0
1,32.49,0.8400000000000034,0
1,32.24,2.5100000000000016,0
1,31.02,2.849999999999998,1
1,26.59,0.4499999999999993,0
1,23.81,0.14999999999999858,0
1,21.11,-0.1700000000000017,1
1,19.42,-0.8499999999999979,0
1,18.35,-1.0199999999999996,0
1,17.51,-1.2799999999999976,0
1,16.88,-0.8800000000000026,1
1,16.16,-0.879999999999999,0
1,15.91,-0.6900000000000013,0
1,15.54,-0.6099999999999994,0
1,15.0,-0.5299999999999994,0
1,14.71,-0.48999999999999844,0
1,19.6,3.660000000000002,0
1,33.5,14.920000000000002,0
1,44.11,22.07,0
1,52.54,27.49,0
1,54.64,27.330000000000002,1
1,53.18,24.56,0
1,50.85,20.94,0
1,40.34,9.920000000000002,0
1,33.32,2.6000000000000014,0
1,31.96,1.6400000000000006,0
1,31.86,1.5,0
1,30.77,1.0300000000000011,0
1,28.05,0.490000000000002,0
1,25.61,0.6999999999999993,0
1,22.93,0.9299999999999997,0
1,20.82,0.05999999999999872,1
1,19.12,-0.8099999999999987,0
1,17.87,-1.0199999999999996,0
1,17.15,-1.2600000000000016,0
1,16.61,-0.6799999999999997,0
1,16.0,-0.7300000000000004,1
1,15.35,-0.7900000000000009,0
1,14.93,-0.7100000000000009,1
1,14.28,-1.0300000000000011,0
1,16.32,0.16000000000000014,1
1,30.44,11.880000000000003,0
1,44.37,23.189999999999998,0
1,51.94,27.63,0
1,54.76,26.58,1
1,55.73,24.609999999999996,1
1,53.23,18.839999999999996,1
1,44.66,9.469999999999999,0
1,38.16,2.3699999999999974,0
1,36.39,0.7199999999999989,0
1,36.49,0.5500000000000043,0
1,35.47,0.35999999999999943,0
1,33.86,0.269999999999996,0
1,29.78,0.40000000000000213,1
1,27.77,1.6400000000000006,0
1,24.84,-0.05999999999999872,0
1,23.67,0.33000000000000185,0
1,22.47,0.07000000000000028,0
1,21.11,-0.240000000000002,0
1,19.78,-0.8999999999999986,0
1,19.09,-0.6000000000000014,0
1,18.41,-0.4400000000000013,0
1,17.53,-0.5899999999999999,0
1,16.84,-0.7300000000000004,0
1,17.21,-0.5,0
1,30.74,9.77,0
1,44.38,19.76,1
1,52.25,24.77,0
1,54.94,24.159999999999997,1
1,56.9,23.799999999999997,1
1,52.76,17.379999999999995,0
1,48.12,12.649999999999999,0
1,40.27,4.740000000000002,0
1,37.38,1.4000000000000057,0
1,36.6,0.0799999999999983,0
1,34.17,-0.9299999999999997,0
1,34.4,1.6599999999999966,0
1,30.49,0.6699999999999982,0
1,27.78,1.3500000000000014,0
1,24.69,1.5600000000000023,0
1,22.44,0.41000000000000014,0
1,21.35,0.26000000000000156,0
1,19.83,-0.15000000000000213,0
1,19.04,-0.3000000000000007,0
1,18.43,-0.19000000000000128,0
1,18.31,0.3099999999999987,1
1,18.2,0.019999999999999574,0
1,17.65,0.029999999999997584,1
1,18.49,1.3699999999999974,0
1,21.73,3.8000000000000007,0
1,31.92,12.14,0
1,47.3,25.199999999999996,0
1,53.78,29.450000000000003,0
1,57.23,30.729999999999997,0
1,55.32,25.75,0
1,50.82,20.05,0
1,40.35,8.5,0
1,35.51,3.979999999999997,0
1,34.43,2.5,0
1,32.5,2.7399999999999984,0
1,33.3,4.589999999999996,0
1,28.72,2.049999999999997,0
1,26.05,2.0500000000000007,0
1,24.0,2.3599999999999994,0
1,21.31,0.7099999999999973,0
1,19.97,0.18999999999999773,0
1,19.17,0.11000000000000298,0
1,18.72,0.029999999999997584,0
1,17.97,-0.3100000000000023,0
1,17.36,-0.3500000000000014,1
1,18.3,0.9800000000000004,0
1,16.64,-0.5599999999999987,0
1,31.33,12.86,0
1,44.54,23.529999999999998,0
1,52.52,28.550000000000004,0
1,55.92,29.1,1
1,56.0,27.39,1
1,52.23,22.169999999999998,1
1,41.8,10.729999999999997,0
1,35.0,3.9400000000000013,0
1,34.34,3.490000000000002,0
1,32.49,3.1800000000000033,0
1,33.02,4.5000000000000036,0
1,28.98,1.5599999999999987,0
1,26.21,1.25,0
1,23.86,1.8299999999999983,0
1,21.23,0.46000000000000085,0
1,19.99,0.35999999999999943,1
1,18.87,0.21000000000000085,0
1,19.26,1.1300000000000026,1
1,19.77,1.9499999999999993,0
1,20.97,3.1199999999999974,0
1,21.4,3.6199999999999974,0
1,20.24,2.7699999999999996,0
1,18.57,1.4299999999999997,0
1,21.45,3.969999999999999,0
1,35.83,15.659999999999997,0
1,46.65,24.02,0
1,50.38,24.750000000000004,0
1,54.38,26.130000000000003,0
1,53.27,22.85,0
1,50.89,18.770000000000003,1
1,41.83,9.129999999999995,0
1,35.5,2.8500000000000014,0
1,32.87,0.5899999999999963,0
1,30.91,0.33000000000000185,1
1,30.77,2.7399999999999984,1
1,26.63,1.1199999999999974,0
1,23.83,1.1599999999999966,0
1,20.99,0.9799999999999969,0
1,19.18,0.25,1
1,17.93,0.120000000000001,1
1,17.05,0.3200000000000003,1
1,16.43,0.4900000000000002,0
1,16.23,0.8499999999999996,1
1,15.63,1.0300000000000011,0
1,15.11,1.1600000000000001,1
1,14.62,1.129999999999999,0
1,14.53,1.6399999999999988,1
1,20.9,6.599999999999998,0
1,35.47,17.259999999999998,0
1,46.57,25.53,0
1,52.23,27.789999999999996,0
1,53.82,26.92,0
1,51.78,22.450000000000003,0
1,48.78,18.450000000000003,0
1,37.92,6.880000000000003,1
1,33.16,2.9699999999999953,0
